PT_N2_01,PT_N2_03,PT_N2_04,PT_N2_23,PT_GO2_01,PT_GO2_02,PT_H2_01,PT_H2_02,PT_GO2_04_2,PT_FU_05,PT_FU_06,PT_GO2_03_2
-78.46736145019531,-69.26799011230469,-56.15888595581055,-72.4877700805664,-60.06861877441406,-87.20677185058594,-62.598445892333984,-78.69734954833984,108.25556945800781,43.30222702026367,43.30222702026367,-284.8720397949219
-73.6376953125,-82.3770980834961,-60.528587341308594,-86.9767837524414,-78.00739288330078,-83.75700378417969,-51.559200286865234,-63.97835159301758,108.25556945800781,43.30222702026367,43.30222702026367,-284.2406005859375
-80.07725524902344,-90.65653228759766,-64.8982925415039,-101.00582885742188,-68.80802154541016,-75.93753814697266,-71.10786437988281,-68.80802154541016,108.25556945800781,43.30222702026367,43.30222702026367,-284.7950439453125
-84.67694091796875,-91.11650085449219,-73.17772674560547,-88.126708984375,-77.31744384765625,-81.91712951660156,-71.10786437988281,-89.7365951538086,108.25556945800781,43.30222702026367,43.30222702026367,-285.8268737792969
-102.15574645996094,-80.7672119140625,-83.52702331542969,-77.31744384765625,-96.63612365722656,-80.9971923828125,-78.92733764648438,-72.71775817871094,108.25556945800781,43.30222702026367,43.30222702026367,-284.5486145019531
-75.70755004882812,-72.94773864746094,-81.91712951660156,-89.5066146850586,-87.43675231933594,-73.6376953125,-71.10786437988281,-78.69734954833984,108.25556945800781,43.30222702026367,43.30222702026367,-284.6410217285156
-76.62748718261719,-105.37553405761719,-79.84727478027344,-89.96658325195312,-71.33785247802734,-98.24601745605469,-62.82843017578125,-82.60708618164062,108.25556945800781,43.30222702026367,43.30222702026367,-286.1502990722656
-86.05684661865234,-83.98699188232422,-66.2781982421875,-78.00739288330078,-80.9971923828125,-89.7365951538086,-72.4877700805664,-64.66830444335938,108.25556945800781,43.30222702026367,43.30222702026367,-286.412109375
-78.23738098144531,-69.95794677734375,-79.15731811523438,-67.42811584472656,-59.378665924072266,-67.19813537597656,-50.409278869628906,-79.3873062133789,108.25556945800781,43.30222702026367,43.30222702026367,-285.5650634765625
-71.56783294677734,-69.95794677734375,-85.82686614990234,-84.44696044921875,-74.09766387939453,-80.53722381591797,-51.0992317199707,-69.26799011230469,108.25556945800781,43.30222702026367,43.30222702026367,-285.7806701660156
